source_file,source_type,offset_ms,score,pred_0_50
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_104.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_104.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_104.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_104.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_104.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_33.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_33.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_33.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_33.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_33.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_33.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_44.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_44.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_44.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_44.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_44.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_44.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_5.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_5.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_5.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_5.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_5.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_81.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_0.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_0.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_0.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_0.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_0.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_0.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_11.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_11.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_11.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_11.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_11.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_12.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_12.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_12.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_12.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_12.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_12.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_28.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_28.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_28.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_28.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_28.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_28.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_47.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_89.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_23.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_23.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_23.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_23.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_23.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_23.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_23.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_33.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,TTS,600,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,TTS,500,0.99609375,1
