stream_id,source_positive_file,insertion_timestamp_sec,condition
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1494.wav,1278.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\493.wav,1282.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\114.wav,1287.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\733.wav,1291.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\150.wav,1296.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1106.wav,1300.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1290.wav,1305.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1425.wav,1309.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1225.wav,1314.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1557.wav,1318.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1582.wav,1323.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\705.wav,1327.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,1332.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\32.wav,1336.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\768.wav,1341.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\802.wav,1345.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\627.wav,1350.000,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,1354.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1546.wav,1359.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,1363.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1571.wav,1368.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1874.wav,1372.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0174.wav,1377.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1640.wav,1381.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1184.wav,1386.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1411.wav,1390.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1069.wav,1395.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1395.wav,1399.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1958.wav,1404.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1763.wav,1408.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\68.wav,1413.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_65.wav,1417.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\407.wav,1422.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\46.wav,1426.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1104.wav,1431.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1056.wav,1435.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_044.wav,1440.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1449.wav,1444.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1748.wav,1449.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\906.wav,1453.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_82.wav,1458.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1019.wav,1462.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\807.wav,1467.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\952.wav,1471.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\729.wav,1476.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_95.wav,1480.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\855.wav,1485.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\176.wav,1489.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1658.wav,1494.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1245.wav,1498.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1029.wav,1503.000,clean
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1843.wav,4.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_slow_33.wav,9.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_34.wav,13.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1940.wav,18.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\236.wav,22.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\238.wav,27.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\662.wav,31.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1734.wav,36.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\0.wav,40.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1244.wav,45.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1692.wav,49.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\211.wav,54.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_18.wav,58.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1597.wav,63.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1485.wav,67.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\661.wav,72.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1508.wav,76.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1692.wav,81.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_075.wav,85.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1164.wav,90.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1037.wav,94.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\405.wav,99.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\137.wav,103.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1968.wav,108.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_slow_25.wav,112.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1316.wav,117.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\455.wav,121.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,126.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\953.wav,130.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1247.wav,135.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0165.wav,139.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1167.wav,144.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\461.wav,148.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1967.wav,153.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\520.wav,157.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_slow_10.wav,162.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1579.wav,166.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1952.wav,171.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\838.wav,175.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\944.wav,180.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\495.wav,184.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\918.wav,189.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1527.wav,193.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\125.wav,198.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,202.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1687.wav,207.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0200.wav,211.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\996.wav,216.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\305.wav,220.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_slow_24.wav,225.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0104.wav,229.500,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,234.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\711.wav,238.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,243.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_23.wav,247.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1406.wav,252.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\527.wav,256.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_68.wav,261.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\5.wav,265.500,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_010.wav,270.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_15.wav,274.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1748.wav,279.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1812.wav,283.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1053.wav,288.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1289.wav,292.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_16.wav,297.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_062.wav,301.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1662.wav,306.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,310.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\445.wav,315.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1858.wav,319.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1352.wav,324.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\468.wav,328.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1977.wav,333.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\707.wav,337.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_114.wav,342.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\217.wav,346.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_27.wav,351.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1882.wav,355.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1364.wav,360.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\239.wav,364.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1521.wav,369.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\133.wav,373.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_105.wav,378.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1158.wav,382.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_slow_11.wav,387.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\714.wav,391.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1426.wav,396.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,400.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_97.wav,405.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1663.wav,409.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\982.wav,414.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\860.wav,418.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\498.wav,423.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\709.wav,427.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1078.wav,432.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1088.wav,436.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1893.wav,441.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1642.wav,445.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1928.wav,450.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\286.wav,454.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\195.wav,459.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\245.wav,463.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,468.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1481.wav,472.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\772.wav,477.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\319.wav,481.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\187.wav,486.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1250.wav,490.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_74.wav,495.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1554.wav,499.500,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_026.wav,504.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\931.wav,508.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1910.wav,513.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1379.wav,517.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\218.wav,522.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1504.wav,526.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1811.wav,531.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\159.wav,535.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\572.wav,540.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,544.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1326.wav,549.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1964.wav,553.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\453.wav,558.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\332.wav,562.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\393.wav,567.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\446.wav,571.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\138.wav,576.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1456.wav,580.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\132.wav,585.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\503.wav,589.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1368.wav,594.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1872.wav,598.500,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_099.wav,603.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\808.wav,607.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_119.wav,612.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1528.wav,616.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1186.wav,621.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,625.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1493.wav,630.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1267.wav,634.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1636.wav,639.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\79.wav,643.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_106.wav,648.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\623.wav,652.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1929.wav,657.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,661.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1067.wav,666.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\607.wav,670.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1531.wav,675.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\543.wav,679.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\657.wav,684.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1530.wav,688.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,693.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\672.wav,697.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1066.wav,702.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1060.wav,706.500,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0229.wav,711.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\14.wav,715.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\112.wav,720.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1281.wav,724.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\92.wav,729.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\895.wav,733.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1640.wav,738.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1251.wav,742.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1860.wav,747.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_22.wav,751.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\162.wav,756.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\576.wav,760.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1514.wav,765.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0192.wav,769.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1012.wav,774.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1151.wav,778.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1176.wav,783.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\4.wav,787.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_27.wav,792.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\19.wav,796.500,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0106.wav,801.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\948.wav,805.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\254.wav,810.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1650.wav,814.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\256.wav,819.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1317.wav,823.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_91.wav,828.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_18.wav,832.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1405.wav,837.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_041.wav,841.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\546.wav,846.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_113.wav,850.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\928.wav,855.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\776.wav,859.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1423.wav,864.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\821.wav,868.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1922.wav,873.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_5.wav,877.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\972.wav,882.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\824.wav,886.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_33.wav,891.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1583.wav,895.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1252.wav,900.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1088.wav,904.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1236.wav,909.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1558.wav,913.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_fast_20.wav,918.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1350.wav,922.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\447.wav,927.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\384.wav,931.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\819.wav,936.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1587.wav,940.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1725.wav,945.000,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_048.wav,949.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_13.wav,954.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\996.wav,958.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_7.wav,963.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\317.wav,967.500,ambient
ambient,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0196.wav,972.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_73.wav,976.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1347.wav,981.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\536.wav,985.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\830.wav,990.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\95.wav,994.500,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1089.wav,999.000,ambient
ambient,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\535.wav,1003.500,ambient
