event_id,source_positive,condition,expected_timestamp,maximum_score_near_event,threshold,audio_path
149,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\223.wav,clean,1125.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_149_clean.wav
150,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_69.wav,clean,1134.000,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_150_clean.wav
151,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\579.wav,clean,1147.500,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_151_clean.wav
152,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1474.wav,clean,1152.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_152_clean.wav
153,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1521.wav,clean,1161.000,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_153_clean.wav
154,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1560.wav,clean,1165.500,0.5703,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_154_clean.wav
155,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\957.wav,clean,1174.500,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_155_clean.wav
156,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_47.wav,clean,1183.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_156_clean.wav
157,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\610.wav,clean,1188.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_157_clean.wav
158,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1532.wav,clean,1197.000,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_158_clean.wav
159,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1328.wav,clean,1210.500,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_159_clean.wav
160,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_slow_22.wav,clean,1215.000,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_160_clean.wav
161,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1683.wav,clean,1224.000,0.3008,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_161_clean.wav
162,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,clean,1237.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_162_clean.wav
163,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1752.wav,clean,1246.500,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_163_clean.wav
164,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\262.wav,clean,1251.000,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_164_clean.wav
165,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,clean,1260.000,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_165_clean.wav
166,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1839.wav,clean,1264.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_166_clean.wav
167,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1523.wav,clean,1273.500,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_167_clean.wav
168,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1494.wav,clean,1278.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_168_clean.wav
169,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\114.wav,clean,1287.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_169_clean.wav
170,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\150.wav,clean,1296.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_170_clean.wav
171,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1106.wav,clean,1300.500,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_171_clean.wav
172,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1425.wav,clean,1309.500,0.4297,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_172_clean.wav
173,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1225.wav,clean,1314.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_173_clean.wav
174,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1582.wav,clean,1323.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_174_clean.wav
175,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\705.wav,clean,1327.500,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_175_clean.wav
176,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\32.wav,clean,1336.500,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_176_clean.wav
177,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\768.wav,clean,1341.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_177_clean.wav
178,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\627.wav,clean,1350.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_178_clean.wav
179,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1546.wav,clean,1359.000,0.3008,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_179_clean.wav
180,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,clean,1363.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_180_clean.wav
181,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1874.wav,clean,1372.500,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_181_clean.wav
182,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1184.wav,clean,1386.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_182_clean.wav
183,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1411.wav,clean,1390.500,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_183_clean.wav
184,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1395.wav,clean,1399.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_184_clean.wav
185,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\68.wav,clean,1413.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_185_clean.wav
186,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\46.wav,clean,1426.500,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_186_clean.wav
187,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1056.wav,clean,1435.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_187_clean.wav
188,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_044.wav,clean,1440.000,0.9570,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_188_clean.wav
189,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1748.wav,clean,1449.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_189_clean.wav
190,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\906.wav,clean,1453.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_190_clean.wav
191,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1019.wav,clean,1462.500,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_191_clean.wav
192,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\807.wav,clean,1467.000,0.1758,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_192_clean.wav
193,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\729.wav,clean,1476.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_193_clean.wav
194,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_95.wav,clean,1480.500,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_194_clean.wav
195,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\176.wav,clean,1489.500,0.2188,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_195_clean.wav
196,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1245.wav,clean,1498.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_196_clean.wav
197,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1029.wav,clean,1503.000,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_197_clean.wav
198,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_34.wav,ambient,13.500,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_198_ambient.wav
199,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1940.wav,ambient,18.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_199_ambient.wav
200,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\238.wav,ambient,27.000,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_200_ambient.wav
201,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\662.wav,ambient,31.500,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_201_ambient.wav
202,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1734.wav,ambient,36.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_202_ambient.wav
203,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\0.wav,ambient,40.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_203_ambient.wav
204,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1244.wav,ambient,45.000,0.9570,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_204_ambient.wav
205,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\211.wav,ambient,54.000,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_205_ambient.wav
206,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_18.wav,ambient,58.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_206_ambient.wav
207,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1597.wav,ambient,63.000,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_207_ambient.wav
208,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1485.wav,ambient,67.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_208_ambient.wav
209,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1508.wav,ambient,76.500,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_209_ambient.wav
210,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1692.wav,ambient,81.000,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_210_ambient.wav
211,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1164.wav,ambient,90.000,0.9375,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_211_ambient.wav
212,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1037.wav,ambient,94.500,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_212_ambient.wav
213,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\137.wav,ambient,103.500,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_213_ambient.wav
214,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1968.wav,ambient,108.000,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_214_ambient.wav
215,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1316.wav,ambient,117.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_215_ambient.wav
216,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,ambient,126.000,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_216_ambient.wav
217,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\953.wav,ambient,130.500,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_217_ambient.wav
218,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1167.wav,ambient,144.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_218_ambient.wav
219,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1967.wav,ambient,153.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_219_ambient.wav
220,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1952.wav,ambient,171.000,0.9258,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_220_ambient.wav
221,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\838.wav,ambient,175.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_221_ambient.wav
222,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\495.wav,ambient,184.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_222_ambient.wav
223,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\918.wav,ambient,189.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_223_ambient.wav
224,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1527.wav,ambient,193.500,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_224_ambient.wav
225,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,ambient,202.500,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_225_ambient.wav
226,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1687.wav,ambient,207.000,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_226_ambient.wav
227,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\996.wav,ambient,216.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_227_ambient.wav
228,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\305.wav,ambient,220.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_228_ambient.wav
229,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0104.wav,ambient,229.500,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_229_ambient.wav
230,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,ambient,234.000,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_230_ambient.wav
231,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\711.wav,ambient,238.500,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_231_ambient.wav
232,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,ambient,243.000,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_232_ambient.wav
233,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1406.wav,ambient,252.000,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_233_ambient.wav
234,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\527.wav,ambient,256.500,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_234_ambient.wav
235,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\5.wav,ambient,265.500,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_235_ambient.wav
236,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_010.wav,ambient,270.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_236_ambient.wav
237,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1748.wav,ambient,279.000,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_237_ambient.wav
238,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1289.wav,ambient,292.500,0.1758,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_238_ambient.wav
239,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_16.wav,ambient,297.000,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_239_ambient.wav
240,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_062.wav,ambient,301.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_240_ambient.wav
241,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1662.wav,ambient,306.000,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_241_ambient.wav
242,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,ambient,310.500,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_242_ambient.wav
243,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\445.wav,ambient,315.000,0.2188,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_243_ambient.wav
244,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1858.wav,ambient,319.500,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_244_ambient.wav
245,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\468.wav,ambient,328.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_245_ambient.wav
246,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_114.wav,ambient,342.000,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_246_ambient.wav
247,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\217.wav,ambient,346.500,0.9961,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_247_ambient.wav
248,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1882.wav,ambient,355.500,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_248_ambient.wav
249,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\239.wav,ambient,364.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_249_ambient.wav
250,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1521.wav,ambient,369.000,0.1953,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_250_ambient.wav
251,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\133.wav,ambient,373.500,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_251_ambient.wav
252,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_105.wav,ambient,378.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_252_ambient.wav
253,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1158.wav,ambient,382.500,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_253_ambient.wav
254,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\714.wav,ambient,391.500,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_254_ambient.wav
255,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1426.wav,ambient,396.000,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_255_ambient.wav
256,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_97.wav,ambient,405.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_256_ambient.wav
257,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1663.wav,ambient,409.500,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_257_ambient.wav
258,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\860.wav,ambient,418.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_258_ambient.wav
259,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\709.wav,ambient,427.500,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_259_ambient.wav
260,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1078.wav,ambient,432.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_260_ambient.wav
261,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1893.wav,ambient,441.000,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_261_ambient.wav
262,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1642.wav,ambient,445.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_262_ambient.wav
263,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\286.wav,ambient,454.500,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_263_ambient.wav
264,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\195.wav,ambient,459.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_264_ambient.wav
265,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1481.wav,ambient,472.500,0.0430,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_265_ambient.wav
266,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\319.wav,ambient,481.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_266_ambient.wav
267,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\187.wav,ambient,486.000,0.9180,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_267_ambient.wav
268,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1250.wav,ambient,490.500,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_268_ambient.wav
269,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_74.wav,ambient,495.000,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_269_ambient.wav
270,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_026.wav,ambient,504.000,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_270_ambient.wav
271,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\931.wav,ambient,508.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_271_ambient.wav
272,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1379.wav,ambient,517.500,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_272_ambient.wav
273,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\218.wav,ambient,522.000,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_273_ambient.wav
274,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1811.wav,ambient,531.000,0.5000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_274_ambient.wav
275,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\159.wav,ambient,535.500,0.5352,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_275_ambient.wav
276,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,ambient,544.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_276_ambient.wav
277,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1326.wav,ambient,549.000,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_277_ambient.wav
278,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1964.wav,ambient,553.500,0.9883,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_278_ambient.wav
279,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\453.wav,ambient,558.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_279_ambient.wav
280,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\332.wav,ambient,562.500,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_280_ambient.wav
281,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\393.wav,ambient,567.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_281_ambient.wav
282,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\446.wav,ambient,571.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_282_ambient.wav
283,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1456.wav,ambient,580.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_283_ambient.wav
284,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1368.wav,ambient,594.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_284_ambient.wav
285,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1872.wav,ambient,598.500,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_285_ambient.wav
286,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\808.wav,ambient,607.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_286_ambient.wav
287,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1528.wav,ambient,616.500,0.0430,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_287_ambient.wav
288,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1186.wav,ambient,621.000,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_288_ambient.wav
289,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1493.wav,ambient,630.000,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_289_ambient.wav
290,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1267.wav,ambient,634.500,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_290_ambient.wav
291,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1636.wav,ambient,639.000,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_291_ambient.wav
292,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\79.wav,ambient,643.500,0.1953,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_292_ambient.wav
293,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1929.wav,ambient,657.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_293_ambient.wav
294,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,ambient,661.500,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_294_ambient.wav
295,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\607.wav,ambient,670.500,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_295_ambient.wav
