event_id,source_file,condition,max_score,detection_timestamp,latency_ms
251,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1869.wav,clean,0.9765625,1129.5,0
252,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_69.wav,clean,0.0390625,1134.0,0
253,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,clean,0.87890625,1138.5,0
254,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,clean,0.9921875,1143.0,0
255,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\579.wav,clean,0.046875,1147.5,0
256,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1474.wav,clean,0.046875,1152.0,0
257,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_116.wav,clean,0.953125,1156.5,0
258,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1521.wav,clean,0.0234375,1161.0,0
259,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1560.wav,clean,0.5703125,1165.5,0
260,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\28.wav,clean,0.78125,1170.0,0
261,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\957.wav,clean,0.0625,1174.5,0
262,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1297.wav,clean,0.95703125,1179.0,0
263,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_47.wav,clean,0.0,1183.5,0
264,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\610.wav,clean,0.046875,1188.0,0
265,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\367.wav,clean,0.984375,1192.5,0
266,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1532.wav,clean,0.0234375,1197.0,0
267,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\61.wav,clean,0.86328125,1201.5,0
268,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\637.wav,clean,0.9609375,1206.0,0
269,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1328.wav,clean,0.2421875,1210.5,0
270,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_slow_22.wav,clean,0.00390625,1215.0,0
271,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\891.wav,clean,0.98046875,1219.5,0
272,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1683.wav,clean,0.30078125,1224.0,0
273,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1940.wav,clean,0.60546875,1228.5,0
274,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\857.wav,clean,0.86328125,1233.0,0
275,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,clean,0.00390625,1237.5,0
276,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0190.wav,clean,0.99609375,1242.0,0
277,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1752.wav,clean,0.08203125,1246.5,0
278,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\262.wav,clean,0.08203125,1251.0,0
279,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_test_3.wav,clean,0.953125,1255.5,0
280,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,clean,0.0,1260.0,0
281,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1839.wav,clean,0.01953125,1264.5,0
282,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_19.wav,clean,0.9609375,1269.0,0
283,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1523.wav,clean,0.2421875,1273.5,0
284,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1494.wav,clean,0.12109375,1278.0,0
285,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\493.wav,clean,0.97265625,1282.5,0
286,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\114.wav,clean,0.36328125,1287.0,0
287,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\733.wav,clean,0.89453125,1291.5,0
288,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\150.wav,clean,0.46484375,1296.0,0
289,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1106.wav,clean,0.36328125,1300.5,0
290,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1290.wav,clean,0.9765625,1305.0,0
291,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1425.wav,clean,0.4296875,1309.5,0
292,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1225.wav,clean,0.12109375,1314.0,0
293,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1557.wav,clean,0.96875,1318.5,0
294,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1582.wav,clean,0.09375,1323.0,0
295,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\705.wav,clean,0.15625,1327.5,0
296,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_26.wav,clean,0.98046875,1332.0,0
297,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\32.wav,clean,0.01171875,1336.5,0
298,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\768.wav,clean,0.36328125,1341.0,0
299,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\802.wav,clean,0.98046875,1345.5,0
300,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\627.wav,clean,0.09375,1350.0,0
301,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0172.wav,clean,0.98046875,1354.5,0
302,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1546.wav,clean,0.30078125,1359.0,0
303,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_56.wav,clean,0.015625,1363.5,0
304,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1571.wav,clean,0.96875,1368.0,0
305,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1874.wav,clean,0.01171875,1372.5,0
306,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0174.wav,clean,0.9921875,1377.0,0
307,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1640.wav,clean,0.96875,1381.5,0
308,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1184.wav,clean,0.0078125,1386.0,0
309,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1411.wav,clean,0.36328125,1390.5,0
310,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1069.wav,clean,0.90625,1395.0,0
311,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1395.wav,clean,0.03125,1399.5,0
312,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1958.wav,clean,0.82421875,1404.0,0
313,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1763.wav,clean,0.98046875,1408.5,0
314,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\68.wav,clean,0.2421875,1413.0,0
315,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_65.wav,clean,0.89453125,1417.5,0
316,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\407.wav,clean,0.53515625,1422.0,0
317,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\46.wav,clean,0.0234375,1426.5,0
318,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1104.wav,clean,0.953125,1431.0,0
319,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1056.wav,clean,0.02734375,1435.5,0
320,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_044.wav,clean,0.95703125,1440.0,0
321,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1449.wav,clean,0.96875,1444.5,0
322,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1748.wav,clean,0.46484375,1449.0,0
323,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\906.wav,clean,0.02734375,1453.5,0
324,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_82.wav,clean,0.9765625,1458.0,0
325,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1019.wav,clean,0.0546875,1462.5,0
326,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\807.wav,clean,0.17578125,1467.0,0
327,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\952.wav,clean,0.92578125,1471.5,0
328,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\729.wav,clean,0.15625,1476.0,0
329,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_95.wav,clean,0.13671875,1480.5,0
330,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\855.wav,clean,0.84375,1485.0,0
331,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\176.wav,clean,0.21875,1489.5,0
332,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1658.wav,clean,0.9765625,1494.0,0
333,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1245.wav,clean,0.01953125,1498.5,0
334,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1029.wav,clean,0.0546875,1503.0,0
335,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1843.wav,ambient,0.7578125,4.5,0
336,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_slow_33.wav,ambient,0.9765625,9.0,0
337,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_34.wav,ambient,0.1953125,13.5,0
338,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1940.wav,ambient,0.01953125,18.0,0
339,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\236.wav,ambient,0.8046875,22.5,0
340,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\238.wav,ambient,0.01953125,27.0,0
341,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\662.wav,ambient,0.8046875,31.5,0
342,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1734.wav,ambient,0.36328125,36.0,0
343,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\0.wav,ambient,0.015625,40.5,0
344,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1244.wav,ambient,0.95703125,45.0,0
345,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1692.wav,ambient,0.5703125,49.5,0
346,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\211.wav,ambient,0.0,54.0,0
347,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_18.wav,ambient,0.9765625,58.5,0
348,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1597.wav,ambient,0.0,63.0,0
349,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1485.wav,ambient,0.0,67.5,0
350,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\661.wav,ambient,0.98046875,72.0,0
351,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1508.wav,ambient,0.8046875,76.5,0
352,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1692.wav,ambient,0.15625,81.0,0
353,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_075.wav,ambient,0.97265625,85.5,0
354,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1164.wav,ambient,0.0078125,90.0,0
355,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1037.wav,ambient,0.90625,94.5,0
356,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\405.wav,ambient,0.78125,99.0,0
357,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\137.wav,ambient,0.0,103.5,0
358,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1968.wav,ambient,0.97265625,108.0,0
359,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_slow_25.wav,ambient,0.89453125,112.5,0
360,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1316.wav,ambient,0.09375,117.0,0
361,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\455.wav,ambient,0.95703125,121.5,0
362,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,ambient,0.0546875,126.0,0
363,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\953.wav,ambient,0.10546875,130.5,0
364,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1247.wav,ambient,0.9453125,135.0,0
365,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0165.wav,ambient,0.9375,139.5,0
366,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1167.wav,ambient,0.87890625,144.0,0
367,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\461.wav,ambient,0.92578125,148.5,0
368,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1967.wav,ambient,0.04296875,153.0,0
369,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\520.wav,ambient,0.89453125,157.5,0
370,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_slow_10.wav,ambient,0.7578125,162.0,0
371,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1579.wav,ambient,0.78125,166.5,0
372,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1952.wav,ambient,0.92578125,171.0,0
373,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\838.wav,ambient,0.0,175.5,0
374,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\944.wav,ambient,0.53515625,180.0,0
375,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\495.wav,ambient,0.98046875,184.5,0
376,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\918.wav,ambient,0.0,189.0,0
377,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1527.wav,ambient,0.08203125,193.5,0
378,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\125.wav,ambient,0.84375,198.0,0
379,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_52.wav,ambient,0.30078125,202.5,0
380,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1687.wav,ambient,0.36328125,207.0,0
381,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0200.wav,ambient,0.97265625,211.5,0
382,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\996.wav,ambient,0.046875,216.0,0
383,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\305.wav,ambient,0.8046875,220.5,0
384,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_slow_24.wav,ambient,0.86328125,225.0,0
385,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0104.wav,ambient,0.0625,229.5,0
386,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0180.wav,ambient,0.953125,234.0,0
387,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\711.wav,ambient,0.0,238.5,0
388,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,ambient,0.0078125,243.0,0
389,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_23.wav,ambient,0.98046875,247.5,0
390,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1406.wav,ambient,0.0,252.0,0
391,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\527.wav,ambient,0.1953125,256.5,0
392,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_68.wav,ambient,0.9765625,261.0,0
393,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\5.wav,ambient,0.01953125,265.5,0
394,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_010.wav,ambient,0.89453125,270.0,0
395,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_15.wav,ambient,0.9609375,274.5,0
396,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1748.wav,ambient,0.01171875,279.0,0
397,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1812.wav,ambient,0.7578125,283.5,0
398,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1053.wav,ambient,0.60546875,288.0,0
399,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1289.wav,ambient,0.00390625,292.5,0
400,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_16.wav,ambient,0.96875,297.0,0
401,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_062.wav,ambient,0.9609375,301.5,0
402,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1662.wav,ambient,0.0,306.0,0
403,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,ambient,0.96875,310.5,0
404,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\445.wav,ambient,0.0,315.0,0
405,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1858.wav,ambient,0.00390625,319.5,0
406,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1352.wav,ambient,0.96875,324.0,0
407,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\468.wav,ambient,0.01171875,328.5,0
408,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1977.wav,ambient,0.86328125,333.0,0
409,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\707.wav,ambient,0.9609375,337.5,0
410,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_114.wav,ambient,0.01171875,342.0,0
411,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\217.wav,ambient,0.953125,346.5,0
412,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_27.wav,ambient,0.82421875,351.0,0
413,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1882.wav,ambient,0.00390625,355.5,0
414,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1364.wav,ambient,0.9609375,360.0,0
415,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\239.wav,ambient,0.0,364.5,0
416,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1521.wav,ambient,0.1953125,369.0,0
417,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\133.wav,ambient,0.96875,373.5,0
418,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_105.wav,ambient,0.0078125,378.0,0
419,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1158.wav,ambient,0.12109375,382.5,0
420,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_slow_11.wav,ambient,0.95703125,387.0,0
421,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\714.wav,ambient,0.0,391.5,0
422,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1426.wav,ambient,0.13671875,396.0,0
423,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_21.wav,ambient,0.97265625,400.5,0
424,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_97.wav,ambient,0.36328125,405.0,0
425,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1663.wav,ambient,0.69921875,409.5,0
426,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\982.wav,ambient,0.82421875,414.0,0
427,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\860.wav,ambient,0.0078125,418.5,0
428,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\498.wav,ambient,0.98046875,423.0,0
429,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\709.wav,ambient,0.08203125,427.5,0
430,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1078.wav,ambient,0.01171875,432.0,0
431,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1088.wav,ambient,0.96875,436.5,0
432,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1893.wav,ambient,0.0,441.0,0
433,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1642.wav,ambient,0.10546875,445.5,0
434,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1928.wav,ambient,0.92578125,450.0,0
435,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\286.wav,ambient,0.0078125,454.5,0
436,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\195.wav,ambient,0.36328125,459.0,0
437,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\245.wav,ambient,0.97265625,463.5,0
438,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_117.wav,ambient,0.91796875,468.0,0
439,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1481.wav,ambient,0.89453125,472.5,0
440,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\772.wav,ambient,0.5703125,477.0,0
441,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\319.wav,ambient,0.00390625,481.5,0
442,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\187.wav,ambient,0.91796875,486.0,0
443,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1250.wav,ambient,0.0,490.5,0
444,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_74.wav,ambient,0.01171875,495.0,0
445,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1554.wav,ambient,0.97265625,499.5,0
446,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_026.wav,ambient,0.17578125,504.0,0
447,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\931.wav,ambient,0.0,508.5,0
448,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1910.wav,ambient,0.953125,513.0,0
449,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1379.wav,ambient,0.01953125,517.5,0
450,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\218.wav,ambient,0.015625,522.0,0
451,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1504.wav,ambient,0.98046875,526.5,0
452,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1811.wav,ambient,0.87890625,531.0,0
453,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\159.wav,ambient,0.46484375,535.5,0
454,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\572.wav,ambient,0.60546875,540.0,0
455,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_75.wav,ambient,0.00390625,544.5,0
456,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1326.wav,ambient,0.98046875,549.0,0
457,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1964.wav,ambient,0.0,553.5,0
458,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\453.wav,ambient,0.0234375,558.0,0
459,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\332.wav,ambient,0.9609375,562.5,0
460,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\393.wav,ambient,0.0,567.0,0
461,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\446.wav,ambient,0.00390625,571.5,0
462,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\138.wav,ambient,0.953125,576.0,0
463,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1456.wav,ambient,0.13671875,580.5,0
464,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\132.wav,ambient,0.53515625,585.0,0
465,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\503.wav,ambient,0.98046875,589.5,0
466,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1368.wav,ambient,0.66796875,594.0,0
467,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1872.wav,ambient,0.953125,598.5,0
468,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_099.wav,ambient,0.7578125,603.0,0
469,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\808.wav,ambient,0.00390625,607.5,0
470,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_119.wav,ambient,0.96875,612.0,0
471,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1528.wav,ambient,0.04296875,616.5,0
472,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1186.wav,ambient,0.0,621.0,0
473,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_50.wav,ambient,0.97265625,625.5,0
474,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1493.wav,ambient,0.0,630.0,0
475,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1267.wav,ambient,0.00390625,634.5,0
476,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1636.wav,ambient,0.2421875,639.0,0
477,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\79.wav,ambient,0.08203125,643.5,0
478,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_106.wav,ambient,0.92578125,648.0,0
479,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\623.wav,ambient,0.9765625,652.5,0
480,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1929.wav,ambient,0.0078125,657.0,0
481,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_11.wav,ambient,0.66796875,661.5,0
482,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1067.wav,ambient,0.73046875,666.0,0
483,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\607.wav,ambient,0.02734375,670.5,0
484,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1531.wav,ambient,0.98046875,675.0,0
485,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\543.wav,ambient,0.0234375,679.5,0
486,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\657.wav,ambient,0.0,684.0,0
487,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1530.wav,ambient,0.953125,688.5,0
488,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,ambient,0.15625,693.0,0
489,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\672.wav,ambient,0.26953125,697.5,0
490,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1066.wav,ambient,0.953125,702.0,0
491,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1060.wav,ambient,0.36328125,706.5,0
492,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0229.wav,ambient,0.90625,711.0,0
493,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\14.wav,ambient,0.9765625,715.5,0
494,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\112.wav,ambient,0.00390625,720.0,0
495,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1281.wav,ambient,0.89453125,724.5,0
496,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\92.wav,ambient,0.82421875,729.0,0
