path,speaker_id,V2_score
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0036_neg_010.wav,19,0.014872
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0036_neg_012.wav,19,0.568078
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0036_neg_013.wav,19,0.013761
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0037_neg_000.wav,19,0.797470
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0037_neg_001.wav,19,0.091239
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0037_neg_002.wav,19,0.024181
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0000_neg_002.wav,226,0.914705
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0000_neg_003.wav,226,0.387688
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0000_neg_006.wav,226,0.002849
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0000_neg_010.wav,226,0.032080
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0001_neg_002.wav,226,0.353635
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0001_neg_003.wav,226,0.011358
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0001_neg_005.wav,226,0.256122
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0001_neg_008.wav,226,0.001965
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0001_neg_009.wav,226,0.003231
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0001_neg_014.wav,226,0.028617
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0002_neg_002.wav,226,0.490481
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0002_neg_006.wav,226,0.020869
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0002_neg_009.wav,226,0.289434
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0002_neg_011.wav,226,0.783087
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0002_neg_012.wav,226,0.006553
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0003_neg_005.wav,226,0.481750
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0003_neg_006.wav,226,0.009463
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0003_neg_007.wav,226,0.061482
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0004_neg_000.wav,226,0.005072
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0004_neg_002.wav,226,0.149524
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0004_neg_014.wav,226,0.100032
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0005_neg_002.wav,226,0.245437
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0005_neg_005.wav,226,0.034430
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0005_neg_006.wav,226,0.059645
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0006_neg_003.wav,226,0.001173
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0006_neg_005.wav,226,0.099055
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0007_neg_005.wav,226,0.006410
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0007_neg_006.wav,226,0.036468
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0007_neg_009.wav,226,0.089977
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0007_neg_011.wav,226,0.014306
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0008_neg_010.wav,226,0.022572
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0008_neg_011.wav,226,0.102756
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0009_neg_000.wav,226,0.066357
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0009_neg_001.wav,226,0.020770
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0009_neg_003.wav,226,0.144548
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0009_neg_004.wav,226,0.060404
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0009_neg_006.wav,226,0.680810
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0009_neg_007.wav,226,0.089048
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0010_neg_001.wav,226,0.025045
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0010_neg_002.wav,226,0.000572
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0010_neg_005.wav,226,0.163396
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0010_neg_006.wav,226,0.352538
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0010_neg_007.wav,226,0.292987
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0011_neg_006.wav,226,0.032878
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0011_neg_009.wav,226,0.040226
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0011_neg_012.wav,226,0.037120
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0012_neg_004.wav,226,0.871097
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0012_neg_005.wav,226,0.036602
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0012_neg_007.wav,226,0.011478
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0012_neg_011.wav,226,0.019223
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0013_neg_000.wav,226,0.015523
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0013_neg_001.wav,226,0.065759
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0013_neg_004.wav,226,0.003554
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0013_neg_008.wav,226,0.520787
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0013_neg_010.wav,226,0.570299
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0013_neg_011.wav,226,0.007946
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0014_neg_001.wav,226,0.158513
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0014_neg_005.wav,226,0.017569
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0014_neg_008.wav,226,0.057206
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0014_neg_010.wav,226,0.042949
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0014_neg_012.wav,226,0.021579
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0015_neg_000.wav,226,0.005279
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0015_neg_002.wav,226,0.955048
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0015_neg_010.wav,226,0.301833
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0015_neg_013.wav,226,0.003691
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0016_neg_005.wav,226,0.210414
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0016_neg_010.wav,226,0.301962
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0017_neg_000.wav,226,0.996992
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0017_neg_008.wav,226,0.419298
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0017_neg_010.wav,226,0.332376
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0018_neg_004.wav,226,0.412184
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0018_neg_005.wav,226,0.164628
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0018_neg_006.wav,226,0.028138
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0018_neg_011.wav,226,0.002590
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0018_neg_013.wav,226,0.026188
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0019_neg_000.wav,226,0.008770
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0019_neg_001.wav,226,0.034649
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0019_neg_003.wav,226,0.968354
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0019_neg_004.wav,226,0.391943
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0019_neg_011.wav,226,0.082610
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0019_neg_014.wav,226,0.031257
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0020_neg_005.wav,226,0.015249
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0020_neg_007.wav,226,0.022365
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0020_neg_012.wav,226,0.164821
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0021_neg_000.wav,226,0.055546
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0021_neg_002.wav,226,0.024292
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0021_neg_005.wav,226,0.043590
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0021_neg_006.wav,226,0.038894
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0021_neg_008.wav,226,0.051086
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0021_neg_010.wav,226,0.174151
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0022_neg_000.wav,226,0.013653
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0022_neg_001.wav,226,0.521941
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0022_neg_002.wav,226,0.052864
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0022_neg_008.wav,226,0.968330
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0022_neg_011.wav,226,0.146871
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0024_neg_003.wav,226,0.048534
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0024_neg_004.wav,226,0.041876
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0024_neg_008.wav,226,0.905813
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0024_neg_010.wav,226,0.112076
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0025_neg_000.wav,226,0.005199
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0025_neg_001.wav,226,0.010262
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0025_neg_004.wav,226,0.014405
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0025_neg_012.wav,226,0.005490
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_000.wav,226,0.007608
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_003.wav,226,0.019112
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_007.wav,226,0.004732
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_008.wav,226,0.015378
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_009.wav,226,0.030090
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_011.wav,226,0.205890
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_013.wav,226,0.072087
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0026_neg_014.wav,226,0.023466
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0027_neg_003.wav,226,0.010459
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0027_neg_009.wav,226,0.659479
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0027_neg_012.wav,226,0.323802
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0027_neg_013.wav,226,0.005568
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0028_neg_003.wav,226,0.003391
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0028_neg_005.wav,226,0.045531
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0029_neg_004.wav,226,0.032423
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0029_neg_006.wav,226,0.715451
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0029_neg_007.wav,226,0.034860
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0029_neg_008.wav,226,0.542349
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0029_neg_013.wav,226,0.002256
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0029_neg_014.wav,226,0.049719
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0030_neg_000.wav,226,0.000985
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0030_neg_001.wav,226,0.035008
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0030_neg_002.wav,226,0.026822
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0030_neg_003.wav,226,0.011312
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0030_neg_006.wav,226,0.001464
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0030_neg_008.wav,226,0.422482
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0030_neg_010.wav,226,0.044821
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0031_neg_005.wav,226,0.035733
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0031_neg_006.wav,226,0.067771
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0031_neg_008.wav,226,0.011443
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0032_neg_002.wav,226,0.199131
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0032_neg_003.wav,226,0.038447
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0032_neg_008.wav,226,0.027323
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0032_neg_011.wav,226,0.139588
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0033_neg_001.wav,226,0.058404
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0033_neg_009.wav,226,0.750356
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0034_neg_004.wav,226,0.125612
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0034_neg_005.wav,226,0.053936
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0034_neg_008.wav,226,0.105962
E:\SIH\ira-wakeword\dataset\negative\speech\226_226-122538-0034_neg_009.wav,226,0.163520
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0000_neg_000.wav,2416,0.029721
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0000_neg_004.wav,2416,0.037738
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0000_neg_011.wav,2416,0.058438
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0001_neg_011.wav,2416,0.066376
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0002_neg_001.wav,2416,0.089390
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0002_neg_003.wav,2416,0.161501
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0002_neg_011.wav,2416,0.014016
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0003_neg_006.wav,2416,0.237283
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0003_neg_010.wav,2416,0.972046
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0004_neg_011.wav,2416,0.024874
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0005_neg_000.wav,2416,0.886882
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0005_neg_002.wav,2416,0.166316
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0005_neg_014.wav,2416,0.150722
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0006_neg_005.wav,2416,0.875252
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0006_neg_007.wav,2416,0.002386
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0008_neg_000.wav,2416,0.844695
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0008_neg_001.wav,2416,0.023626
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0008_neg_008.wav,2416,0.041411
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0008_neg_010.wav,2416,0.177703
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0009_neg_000.wav,2416,0.863238
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0009_neg_001.wav,2416,0.220419
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0009_neg_003.wav,2416,0.182897
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0009_neg_008.wav,2416,0.047317
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0010_neg_003.wav,2416,0.179984
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0010_neg_008.wav,2416,0.529594
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0011_neg_005.wav,2416,0.056688
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0011_neg_006.wav,2416,0.061033
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0012_neg_006.wav,2416,0.088215
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0012_neg_010.wav,2416,0.021395
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0012_neg_012.wav,2416,0.096064
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0013_neg_000.wav,2416,0.617393
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0013_neg_002.wav,2416,0.007142
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0013_neg_006.wav,2416,0.027990
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0014_neg_001.wav,2416,0.043251
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0014_neg_007.wav,2416,0.058673
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0014_neg_012.wav,2416,0.971620
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0014_neg_014.wav,2416,0.134610
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0016_neg_005.wav,2416,0.004740
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0016_neg_008.wav,2416,0.271106
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0018_neg_005.wav,2416,0.136472
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0019_neg_007.wav,2416,0.951007
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0020_neg_006.wav,2416,0.043329
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0020_neg_010.wav,2416,0.076579
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0020_neg_011.wav,2416,0.222370
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0020_neg_013.wav,2416,0.376882
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0021_neg_004.wav,2416,0.488029
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0021_neg_007.wav,2416,0.061828
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0022_neg_000.wav,2416,0.051815
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0024_neg_004.wav,2416,0.106548
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0024_neg_008.wav,2416,0.260298
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0025_neg_000.wav,2416,0.187463
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0027_neg_007.wav,2416,0.698369
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0028_neg_003.wav,2416,0.889589
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0028_neg_011.wav,2416,0.665294
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0028_neg_014.wav,2416,0.397016
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0029_neg_006.wav,2416,0.252146
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0030_neg_010.wav,2416,0.042352
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0030_neg_011.wav,2416,0.006146
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0031_neg_001.wav,2416,0.148615
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0031_neg_008.wav,2416,0.015260
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0031_neg_012.wav,2416,0.957337
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0032_neg_001.wav,2416,0.983584
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0032_neg_003.wav,2416,0.118313
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0032_neg_005.wav,2416,0.035563
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0032_neg_012.wav,2416,0.033529
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0033_neg_005.wav,2416,0.870944
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0034_neg_006.wav,2416,0.000177
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0034_neg_012.wav,2416,0.087739
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0035_neg_000.wav,2416,0.076135
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0035_neg_002.wav,2416,0.032589
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0035_neg_012.wav,2416,0.017406
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0036_neg_001.wav,2416,0.013766
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0036_neg_002.wav,2416,0.096647
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0036_neg_006.wav,2416,0.143272
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0036_neg_008.wav,2416,0.075690
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0037_neg_007.wav,2416,0.012803
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0038_neg_012.wav,2416,0.142583
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0039_neg_001.wav,2416,0.109985
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0039_neg_005.wav,2416,0.065030
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0040_neg_006.wav,2416,0.046461
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0040_neg_009.wav,2416,0.718683
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0041_neg_000.wav,2416,0.031074
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0041_neg_004.wav,2416,0.144640
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0041_neg_009.wav,2416,0.526122
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0041_neg_010.wav,2416,0.132157
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0041_neg_012.wav,2416,0.122943
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0041_neg_014.wav,2416,0.084203
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0042_neg_001.wav,2416,0.023822
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0042_neg_007.wav,2416,0.082050
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0043_neg_003.wav,2416,0.054077
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0043_neg_008.wav,2416,0.003917
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0043_neg_010.wav,2416,0.186889
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0044_neg_008.wav,2416,0.009868
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0044_neg_012.wav,2416,0.529670
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0044_neg_013.wav,2416,0.822783
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0045_neg_004.wav,2416,0.459555
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0046_neg_005.wav,2416,0.099625
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0048_neg_010.wav,2416,0.971116
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0049_neg_005.wav,2416,0.004231
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0049_neg_008.wav,2416,0.516656
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0049_neg_011.wav,2416,0.186216
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0050_neg_009.wav,2416,0.123130
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0051_neg_000.wav,2416,0.175283
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0051_neg_001.wav,2416,0.070911
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0051_neg_005.wav,2416,0.190563
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0052_neg_002.wav,2416,0.008567
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0053_neg_009.wav,2416,0.000518
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0053_neg_010.wav,2416,0.131440
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0054_neg_003.wav,2416,0.662944
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0054_neg_006.wav,2416,0.240366
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0055_neg_002.wav,2416,0.001300
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0055_neg_003.wav,2416,0.258757
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0055_neg_006.wav,2416,0.002408
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0058_neg_003.wav,2416,0.266107
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0058_neg_012.wav,2416,0.862590
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0059_neg_005.wav,2416,0.219511
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0059_neg_006.wav,2416,0.389084
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0060_neg_002.wav,2416,0.026532
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0060_neg_011.wav,2416,0.813985
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0061_neg_002.wav,2416,0.001324
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0062_neg_004.wav,2416,0.087311
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0062_neg_005.wav,2416,0.071188
E:\SIH\ira-wakeword\dataset\negative\speech\2416_2416-152139-0062_neg_006.wav,2416,0.609197
